"UIN","YEAR","SITE","TRANSECT","SITE.TRANS","smallkelp","bigkelp","reallybigkelp","kelp","prev.kelp","mean.kelp","kelp_plants","prev.kelp_plants","sand","habitat","habitat2","urchins","spring_canopy","spring_canopy_50","spring_canopy_150","summer_canopy","summer_canopy_50","summer_canopy_150","mean_Max.OV","mean_Mean.OV","mean_Max.Hs","mean_Mean.Tp","max_Max.OV","max_Mean.OV","links","richness","connectance","isolates","nopred","noprey","intermediate","linkdensity","spec","consumer_richness","mean_degreedist","sd_degreedist","mean_top_degreedist","sd_top_degreedist","mean_int_degreedist","sd_int_degreedist","lowdeg","middeg","highdeg","degree_skew","algae_richness","fish_richness","sessile_invert_richness","algae_consumer_richness","invert_consumer_richness","mix_consumer_richness","mobile_richness","mobile_invert_richness","prey_richness","higher_consumer","diameter","apl","density","mean_diameter","sd_diameter","mean.trophiclevel","mean.omnivory","mean.cons_trophiclevel","mean.cons_omnivory","mean.abs_trophiclevel","mean.abs_omnivory","mean.abs_cons_trophiclevel","mean.abs_cons_omnivory","sd.trophiclevel","sd.omnivory","sd.cons_trophiclevel","sd.cons_omnivory","sd.abs_trophiclevel","sd.abs_omnivory","sd.abs_cons_trophiclevel","sd.abs_cons_omnivory","max.trophiclevel","max.omnivory","max.cons_trophiclevel","max.cons_omnivory","max.abs_trophiclevel","max.abs_omnivory","max.abs_cons_trophiclevel","max.abs_cons_omnivory","skew.trophiclevel","skew.omnivory","skew.cons_trophiclevel","skew.cons_omnivory","skew.abs_trophiclevel","skew.abs_omnivory","skew.abs_cons_trophiclevel","skew.abs_cons_omnivory","kurtosis.trophiclevel","kurtosis.omnivory","kurtosis.cons_trophiclevel","kurtosis.cons_omnivory","kurtosis.abs_trophiclevel","kurtosis.abs_omnivory","kurtosis.abs_cons_trophiclevel","kurtosis.abs_cons_omnivory","shape","shape2","power_exp","drifting"
"2002_CARP_7",2002,"CARP",7,"CARP-7",2,0,0,12,0,6,2,2,0,80,66,72,0,0,0,0,0,0,0.579324553433633,0.289825226188104,0.93,11.4077777777778,0.579324553433633,0.289825226188104,41,28,0.0522959183673469,3,4,17,7,1.46428571428571,0.0714285714285714,11,3.72727272727273,2.19503572139084,5,2.30940107675850,3,1.91485421551268,0.392857142857143,0,0,0.314987164265737,7,3,5,5,5,0,16,13,14,0,3,1.58333333333333,0.0529100529100529,2.42857142857143,0.513552591013095,1.52431972789116,0.0842840945902172,2.33463203463204,0.214541331684189,1.76054235059763,0.0902232250159494,2.41967905444891,0.168416686696439,0.696016016770036,0.190577093368121,0.344046158567281,0.259466529202755,0.806589307911086,0.162507661951932,0.502095027078883,0.191889054468974,2.8,0.720000000000001,2.8,0.720000000000001,3.45370547524419,0.499851120673534,3.45370547524419,0.499851120673534,0.671733885251245,2.13171317945077,0.138735638380999,0.707425219985745,0.486664348488622,1.42978088548531,0.840041342468851,0.502530927874261,-1.31700047196700,3.40346979780947,-1.91552133955093,-1.13203307910239,-1.08257886439365,0.52847888318176,-0.757586497509727,-1.43088215317797,2.27272727272727,2.18181818181818,1.61394036382280,4
"2002_CARP_8",2002,"CARP",8,"CARP-8",2,0,0,0,0,0,2,2,0,80,70,125,0,0,0,0,0,0,0.548436944030653,0.276971796247821,0.88,10.8325396825397,0.548436944030653,0.276971796247821,12,17,0.0415224913494810,4,3,12,2,0.705882352941177,0.117647058823529,5,2.4,1.67332005306815,3,2,1.5,0.707106781186548,0.294117647058824,0,0,0.522485649223321,2,1,3,3,1,0,12,11,8,0,2,1.07692307692308,0.0441176470588235,1.125,0.353553390593274,1.33333333333333,0.0130718954248366,2.13333333333333,0.0444444444444443,1.63238654415178,0.0542780932275694,2.19450791673115,0.102525287207631,0.552770798392566,0.0538968055636294,0.298142396999972,0.0993807989999904,0.689462619945462,0.149302228190721,0.441957775336699,0.197528310852366,2.66666666666667,0.222222222222222,2.66666666666667,0.222222222222222,3.31906941907849,0.499851120673534,3.31906941907849,0.499851120673534,1.08350600832223,3.42403235345411,1.07331262919990,1.0733126291999,0.644877522610076,2.22350932750224,1.77942152627521,1.16618652633012,-0.417598444336412,10.3425605536332,-0.920000000000002,-0.919999999999999,-0.433337117795446,3.27835895577393,1.69036879770059,-0.595404852396714,2.6,2.8,1.88876220671176,4
"2002_GOLB_1",2002,"GOLB",1,"GOLB-1",3,5,2,573,891,71.625,8,5,36,44,25,6,322.5,1675,7609,370,1722,5523,0.397568216363653,0.231486516674703,0.62,10.6921738614801,0.406128832891611,0.263979868771543,26,28,0.0331632653061225,4,7,18,3,0.928571428571429,0.107142857142857,9,2.6,2.41292814278051,3.14285714285714,2.73426232761059,1.33333333333333,0.577350269189626,0.357142857142857,0,0,1.79035584334554,8,6,7,1,5,2,13,7,14,1,1,1,0.0317460317460317,1,0,1.33035714285714,0.078125,2.13888888888889,0.131944444444444,1.60485037711054,0.14295732021902,2.41131754659126,0.333567080511047,0.623808387857926,0.262767170034896,0.333333333333333,0.331374452512226,0.772543087368114,0.285927703960039,0.472521378567025,0.362366201764051,3,1,3,1,3.45370547524419,0.999999999999996,3.45370547524419,0.999999999999996,0.666586778423413,3.06353855900372,1.86342592592592,1.94872321294065,0.75323227705765,1.77764468046438,0.812268532002491,0.527519370624192,0.122881632481454,7.82925578412155,1.97337962962962,2.25168277840558,-0.836711350685542,1.89776614441558,-0.56543256925542,-1.31053220646744,2.3,2.1,1.86742335122363,2
"2002_GOLB_2",2002,"GOLB",2,"GOLB-2",4,5,4,921,495,102.333333333333,9,6,36,44,39,23,478.5,3465.5,9848,384,2462,7241,0.397568216363653,0.231486516674703,0.62,10.6921738614801,0.406128832891611,0.263979868771543,33,30,0.0366666666666667,4,4,21,5,1.1,0.0333333333333333,8,3.66666666666667,2.95803989154981,5.25,4.03112887414927,2.4,0.894427190999916,0.3,0,0,1.08752124206336,9,6,7,1,4,1,14,8,17,1,3,1.34782608695652,0.0367816091954023,2.11764705882353,0.332105582077536,1.42857142857143,0.0612244897959187,2.42857142857143,0.204081632653062,1.60849599927245,0.116755202893537,2.40422153678259,0.269435083600469,0.789623058328144,0.197041664554139,0.80812203564177,0.328547264290804,0.779653086637895,0.236388319709343,0.508431816700516,0.300793198568970,4.50000000000001,1.00000000000001,4.50000000000001,1.00000000000001,3.45370547524419,0.849161276084287,3.45370547524419,0.849161276084287,2.13373661271258,3.7286170515235,1.78848297194645,1.45445002948629,0.822474074745464,1.77031162269811,0.918180427936347,0.522964350964394,5.02683237664058,14.3665215039302,1.84052191840278,0.912585280568725,-0.617602605269961,1.92099797438051,-0.596956140786625,-1.25310468325681,2.77777777777778,2.88888888888889,1.64572377503589,4
"2002_IVEE_1",2002,"IVEE",1,"IVEE-1",72,2,0,237,109,3.2027027027027,74,26,0,80,0,17,269,2990.5,22588.5,267,2146,16443,0.610471034801032,0.380751521828862,0.98,8.36616540164453,0.635388219894952,0.419071992992295,26,23,0.0491493383742911,5,3,16,4,1.13043478260870,0.0434782608695652,6,3.71428571428571,2.28868854108532,3,1,4.25,2.98607881119482,0.304347826086957,0,0,0.656613123357417,9,2,4,3,3,0,10,8,11,1,3,1.78181818181818,0.0494071146245059,2.81818181818182,0.404519917477945,1.31159420289855,0.105072463768116,2.36111111111112,0.236111111111110,1.50240578936270,0.107949607111021,2.44441664441778,0.310355120444186,0.69686228192152,0.263517351653651,0.400231414540622,0.299046839718594,0.756866200314666,0.244536120792894,0.495317002076522,0.340800196269427,2.83333333333334,1,2.83333333333334,0.694444444444442,3.31906941907849,0.999999999999996,3.31906941907849,0.999999999999996,0.865774307179211,2.2871996976485,0.054828053046097,0.468445813002543,1.02403573032190,2.33891812566646,0.589603058347236,0.775252679209162,-0.0704419110231207,4.11327035363799,-2.23241950393709,-1.78499764134732,-0.435205277912215,5.14001849495627,-1.34085043313277,-0.633379368958388,2.42857142857143,2.85714285714286,1.60853280965869,1
"2002_IVEE_2",2002,"IVEE",2,"IVEE-2",3,2,0,95,190,19,5,16,0,80,0,5,724,5946.5,24492,540,4488,16897,0.610471034801032,0.380751521828862,0.98,8.36616540164453,0.635388219894952,0.419071992992295,19,16,0.07421875,2,3,8,5,1.1875,0.125,5,2.375,1.18773493916542,2.33333333333333,1.52752523165195,2.4,1.14017542509914,0.5,0,0,0.258776251166509,3,2,3,1,4,0,10,8,6,3,4,2.09615384615385,0.075,3.66666666666667,0.516397779494322,2.1484375,0.423502604166665,3.296875,0.84700520833333,1.86240194884262,0.145770705002372,2.53315902016466,0.259147920004217,1.63249473582612,1.13472315522218,1.64199560095983,1.53270434634741,0.881113239869467,0.199613996969685,0.546581745255169,0.204099544279504,6.74999999999999,4.54166666666665,6.74999999999999,4.54166666666665,3.45370547524419,0.555932100264912,3.45370547524419,0.555932100264912,1.49267228981528,2.95993747701703,1.09785650816513,1.67687311400929,0.361182626834899,0.830892534649907,0.624329740886315,0.0124892439650770,1.47736177779471,7.86018885201558,-0.368976924260818,1.25936014811647,-1.34312552676924,-0.964998659741317,-1.29309875880094,-1.66103567919418,1.375,1.625,1.83584735319896,1
"2002_MOHK_1",2002,"MOHK",1,"MOHK-1",11,6,3,315,1024,18.5294117647059,17,47,0,80,0,92,640.5,4920,19324.5,555,5037,21905,NA,NA,NA,NA,-Inf,-Inf,105,52,0.0388313609467456,7,5,32,15,2.01923076923077,0.0769230769230769,19,5.25,3.99835492487387,3,1.87082869338697,6,4.27617987059879,0.346153846153846,0.0384615384615385,0,0.904924636388388,12,19,7,2,6,3,33,14,25,1,3,1.66046511627907,0.0384615384615385,2.6,0.5,1.55816901979877,0.103395060819815,2.45123945147679,0.268827158131519,1.80267131531162,0.17124843862693,2.60534263062323,0.34249687725386,0.769898339702376,0.240012455813685,0.476209554675968,0.328349309709764,0.914370508525653,0.299562806570814,0.60455339773695,0.34938106342716,3.25949367088608,1.00000000000000,3.25949367088608,1.00000000000000,3.95022522926854,0.884044935618161,3.95022522926854,0.884044935618161,0.883610565094303,2.28503480551918,0.344145692224907,0.806530510868882,0.628233768651111,1.37863768693055,0.517311497098544,0.324095275911754,-0.781358630633326,4.35736729902831,-1.60841523501072,-0.691316719482053,-0.983257710961052,0.272751665635310,-1.02524964025896,-1.59937758421369,2.2,2.35,1.52887511614415,6
"2002_MOHK_2",2002,"MOHK",2,"MOHK-2",40,19,7,1457,602,24.6949152542373,59,21,0,80,0,47,851,6334.5,18894.5,715,5379,22034,NA,NA,NA,NA,-Inf,-Inf,49,40,0.030625,9,7,26,7,1.225,0.075,13,3.5,2.68184781304005,4.57142857142857,3.45722156541651,2.42857142857143,0.975900072948533,0.35,0,0,1.03317474034268,6,9,11,2,7,2,23,14,17,1,3,1.28571428571429,0.0301282051282051,2.11764705882353,0.332105582077536,1.36721153846154,0.0835628698224854,2.23639053254438,0.180193445607647,1.65763092694280,0.137750848307853,2.54736688692423,0.324119643077302,0.688181930929966,0.232393300311280,0.415751637758801,0.283352476571809,0.850595978253804,0.282692985686206,0.548424553081547,0.361403450020448,3.25,1,3.25,0.87499999999999,3.45370547524419,0.999999999999996,3.45370547524419,0.999999999999996,0.644861806532276,2.80998120077613,1.20492256697949,1.23470450683837,0.7761706409737,1.77636573424795,0.295760175241218,0.482121011522684,0.546309091142374,7.04986328240708,0.0645388336798778,0.217390552163870,-0.948912028107687,1.77103934069626,-1.58047382758741,-1.39288693118713,2.14285714285714,2.35714285714286,1.67481691223674,3
"2002_NAPL_1",2002,"NAPL",1,"NAPL-1",7,0,0,48,0,6.85714285714286,7,2,0,80,67,43,0,0,0,0,0,0,0.669445105192618,0.430544421964213,1.125,9.24038885340147,0.691240992338425,0.480739753957241,47,40,0.029375,8,8,24,8,1.175,0.175,14,2.9375,2.61963737948595,1.75,1.16496474502144,4.125,3.18198051533946,0.4,0,0,1.14834191790263,8,10,4,3,3,0,28,18,16,2,3,1.71287128712871,0.0288461538461538,2.5,0.516397779494322,1.55416666666667,0.0826388888888887,2.38541666666667,0.206597222222222,1.67330466464413,0.109691047357518,2.49623258809807,0.243757883016706,0.746680688970895,0.241464573128178,0.470298368650749,0.35252889295825,0.813901096447525,0.225320398748732,0.464740054859449,0.286126744522181,3.00000000000000,0.999999999999994,3.00000000000000,0.999999999999994,3.45370547524419,0.849161276084287,3.45370547524419,0.849161276084287,0.843640402050226,2.75762209982929,0.402060198586242,1.20229231227528,0.595686214704445,1.84147027487631,0.257871299550798,0.636795138725838,-0.844506792341809,6.41214896651914,-1.82673080119169,-0.227114310621127,-1.25101914850780,2.24705430088121,-1.24896324431051,-1.02813717494810,1.875,2,1.83013346776431,2
"2002_NAPL_2",2002,"NAPL",2,"NAPL-2",23,0,0,69,0,3,23,2,0,80,70,68,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,79,54,0.0270919067215364,10,9,32,13,1.46296296296296,0.148148148148148,20,3.59090909090909,3.4731499482128,3,2.54950975679639,4,4.04145188432738,0.370370370370370,0.0370370370370370,0,1.50741550888780,11,15,10,3,7,2,33,18,22,2,3,1.66666666666667,0.0262054507337526,2.5,0.511766315719159,1.57541152263375,0.0944987425697308,2.41237373737374,0.231951459034794,1.70665363500776,0.139009198841768,2.52637185161677,0.300259869498218,0.770004281990396,0.235094188196886,0.507926389915458,0.32571239279736,0.841902464289998,0.273030061059806,0.511798989870302,0.337915134911112,3.5,1.00000000000000,3.5,1.00000000000000,3.52479468861829,0.999999999999996,3.52479468861829,0.999999999999996,0.905032124533753,2.38416301503944,0.661340029107972,0.952437637111845,0.626509568447467,1.71856932958385,0.355801274177243,0.555850823813954,-0.561801244826256,4.65179726951806,-1.06942735273610,-0.572136837070671,-1.12849927686509,1.62483587108449,-1.25161654240301,-1.20012634913886,1.90909090909091,2.04545454545455,1.72493170351516,3
"2002_NAPL_3",2002,"NAPL",3,"NAPL-3",3,0,0,6,0,2,3,2,0,80,80,169,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,58,40,0.03625,10,5,30,5,1.45,0.025,9,5.8,4.51663591625449,3.6,2.70185121722126,8,5.1478150704935,0.2,0.05,0,0.775173499813919,12,5,7,1,5,3,21,16,20,1,3,1.78472222222222,0.0365384615384615,2.65,0.489360484929593,1.36222222222222,0.0583024691358023,2.44888888888889,0.233209876543209,1.54424259645425,0.0762484532911185,2.45131359054468,0.203329208776316,0.665991110709564,0.170945676945197,0.415482267254924,0.285145811687063,0.754132907506715,0.180383163212869,0.416899638960209,0.250912178048702,3,0.694444444444444,3,0.694444444444444,3.02857142857142,0.731708806002454,3.02857142857142,0.731708806002454,1.39293153039722,2.77323434799971,-0.0170560541118187,0.528801265917233,0.805345275155218,2.17252477502937,0.0276024280726078,0.651286295763499,0.272067652283579,6.41058552995991,-1.87929125244168,-1.61375474648382,-1.06671153457303,3.64290096248103,-1.80151603760969,-1.10418089887779,2.9,3.5,1.48634314304212,5
"2002_NAPL_4",2002,"NAPL",4,"NAPL-4",2,0,0,0,0,0,2,2,0,80,20,8,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,53,37,0.0387143900657414,3,9,24,4,1.43243243243243,0.135135135135135,12,4.07692307692308,4.09189317353102,2.11111111111111,1.53659074288215,8.5,4.79583152331272,0.297297297297297,0.0540540540540541,0,1.18857568762724,11,7,7,0,5,2,19,12,21,1,3,1.86619718309859,0.0390390390390390,2.52380952380952,0.511766315719159,1.46156156156156,0.055552218885552,2.31367521367521,0.158110161443494,1.60739012486684,0.110748533803913,2.49822897467155,0.273179716716318,0.668713906989013,0.133659106688232,0.358958078588899,0.189809193162531,0.782607198537953,0.214869355500140,0.380681375132242,0.266791072561743,2.99999999999999,0.459259259259256,2.99999999999999,0.459259259259256,3.02857142857142,0.731708806002454,3.02857142857142,0.731708806002454,0.903434392063702,2.0646104859897,0.598402194111551,0.444088966345241,0.621187235729026,1.65102151369552,-0.0967319695143865,0.302016387315289,-0.797466193718545,2.75539305499833,-1.19069384823637,-1.6478055022077,-1.39577718680517,1.39640057668041,-1.57300901720703,-1.42957202141947,2.53846153846154,2.15384615384615,1.68466622967538,2
"2002_NAPL_5",2002,"NAPL",5,"NAPL-5",12,0,0,54,2,4.5,12,2,0,80,73,70,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,74,46,0.0349716446124764,5,7,27,12,1.60869565217391,0.152173913043478,16,3.89473684210526,4.22814297091006,2.71428571428571,1.97604704011871,4.58333333333333,5.07145905728292,0.369565217391304,0.0434782608695652,0,1.83241512211067,12,10,6,1,4,3,28,18,22,3,5,2.19178082191781,0.0347826086956522,4.59090909090909,0.503236279740196,1.59382548309179,0.0795522594605476,2.43768274853801,0.19260020711501,1.66332958188584,0.1137057290547,2.52565803833743,0.26152317682581,0.792229091806637,0.199267892199373,0.537092502030098,0.276200216656503,0.825950443490583,0.222811992904159,0.48048052998253,0.277287568529483,3.55555555555556,0.739843750000002,3.55555555555556,0.739843750000002,3.45370547524419,0.849161276084287,3.45370547524419,0.849161276084287,0.91308625561435,2.37070807077797,0.67123959415358,0.957493835187834,0.663836485388328,1.73438195275224,0.280567152886082,0.488511379937937,-0.525514628206649,4.283378824504,-1.10802173047554,-0.780297639839148,-1.14806523565592,1.88032730483958,-1.27788885159397,-1.09939221826269,2,2.05263157894737,1.70360008535609,1
"2002_NAPL_6",2002,"NAPL",6,"NAPL-6",2,0,0,0,0,0,2,2,4,76,72,138,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,42,36,0.0324074074074074,7,5,23,8,1.16666666666667,0.138888888888889,10,3.23076923076923,2.65059258009243,2.4,1.51657508881031,3.75,3.15096357144468,0.361111111111111,0,0,0.861149010066053,7,5,7,0,5,2,22,17,16,3,3,1.71739130434783,0.0317460317460317,2.4375,0.51234753829798,1.54166666666667,0.087962962962963,2.5,0.243589743589744,1.63204528881659,0.0874928426043312,2.51690869315983,0.209982822250395,0.796196314628856,0.24147730220034,0.540061724867323,0.359174623625348,0.815229367523939,0.172946172900077,0.472614869178687,0.217296929975569,3.50,1,3.50,1,3.45370547524419,0.513679759959698,3.45370547524419,0.513679759959698,1.02358905080152,2.55612038362930,0.366258501008923,0.8958213093532,0.711212621905228,1.52695830956968,0.303560126776229,0.181523166365955,-0.461045813220478,5.39439766358064,-1.53061224489796,-0.884685427509339,-1.09831066029555,0.631022030775365,-1.26403782532721,-1.82970672727256,2,2.38461538461538,1.75332168081525,2
"2002_NAPL_7",2002,"NAPL",7,"NAPL-7",14,0,0,69,0,4.92857142857143,14,2,0,80,76,89,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,80,50,0.032,5,10,29,11,1.6,0.14,18,3.80952380952381,3.80288111330144,2.3,1.56702123647242,5.18181818181818,4.72902065586907,0.38,0.04,0,1.75544428614716,14,15,5,4,6,1,31,16,24,3,3,1.69714285714286,0.0314285714285714,2.625,0.49453535504684,1.58033333333333,0.0776611111111112,2.38174603174603,0.184907407407408,1.71900508029677,0.130498742989080,2.56305452238429,0.283692919541477,0.74997876009229,0.231378378255537,0.464037377622416,0.332176038843703,0.878295759064042,0.255105546274726,0.58211904183123,0.315456435084684,3.00000000000001,0.999999999999999,3.00000000000001,0.999999999999999,3.95022522926854,0.884044935618161,3.95022522926854,0.884044935618161,0.774180396481367,2.85266589437316,0.39736153235182,1.35697168824597,0.764771231994716,1.67859849479197,0.713250746744069,0.504922150993582,-0.95307507877824,6.96860864922927,-1.80998694384136,0.224228307300826,-0.704237878697637,1.43774667637056,-0.491484812535609,-1.29831652422127,2,1.90476190476190,1.69329774537826,2
"2002_NAPL_8",2002,"NAPL",8,"NAPL-8",4,0,0,8,0,2,4,2,3,77,68,97,0,0,0,0,0,0,0.636573960955828,0.407556020537266,1.03,9.34969791333972,0.658310632793344,0.450911632750492,85,57,0.0261618959679902,11,6,39,12,1.49122807017544,0.0526315789473684,15,4.72222222222222,4.08448363149465,2.83333333333333,1.32916013582513,5.66666666666667,4.69687194424183,0.280701754385965,0.0350877192982456,0,1.37273924888232,11,19,10,1,6,3,36,17,28,3,5,2.18410041841004,0.0260025062656642,4.5,0.509175077217316,1.38234971907914,0.137514201295994,2.39257665599692,0.402253498463038,1.74638110835795,0.153962609988699,2.57569345097789,0.325032176642808,0.740631281406429,0.345669836615514,0.399167395505885,0.501151958637363,0.879214139787098,0.28508883047072,0.554940934850469,0.342510631116651,3.00000000000000,1.65180190682940,3.00000000000000,1.65180190682940,3.62601619980652,0.999999999999996,3.62601619980652,0.999999999999996,0.51872534908405,2.57141197443350,0.47727994001593,0.937837735172387,0.633703192296303,1.569665794888,0.369041105511439,0.44434400617695,0.680206335501206,6.1400558295051,-1.39532779513723,-0.227939916569071,-1.09086335302547,1.05768115456865,-1.33832092656469,-1.32500539089090,2.38888888888889,2.83333333333333,1.56901841269339,9
"2003_ABUR_1",2003,"ABUR",1,"ABUR-1",11,0,0,48,681,4.36363636363636,11,14,80,0,0,0,0,0,0,0,0,0,0.737704509517037,0.372651270526444,1.27583333333333,10.3348684509864,0.91232028344814,0.428685869822717,10,22,0.0206611570247934,11,1,18,3,0.454545454545455,0.0454545454545455,3,2.5,1.29099444873581,2,NA,2.66666666666667,1.52752523165195,0.181818181818182,0,0,0,9,10,2,1,0,0,11,1,7,1,1,1,0.0151515151515152,1,0,1.12878787878788,0.0833333333333333,2.27777777777778,0.277777777777778,1.72167085469303,0.150934029508369,2.58767588032466,0.332054864918412,0.51928883548647,0.239874305709641,0.254587538608657,0.254587538608658,0.897476781786787,0.274621248827992,0.593052661744562,0.330375693736162,2.5,1,2.5,0.5,3.52479468861829,0.849161276084287,3.52479468861829,0.849161276084287,1.13949541112818,2.79012374787377,-0.207826562129516,-0.207826562129517,0.685695461526606,1.39909042946946,0.334006438218172,0.237295605914490,1.90380054450553,7.17368392606205,-2.33333333333333,-2.33333333333333,-1.08332866391074,0.426878178151036,-1.52844125646698,-1.68659715999032,2.5,5.25,1.79801906224956,6
"2003_ABUR_2",2003,"ABUR",2,"ABUR-2",2,0,0,0,31,0,2,13,80,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-Inf,-Inf,3,13,0.0177514792899408,10,0,12,1,0.230769230769231,0,1,3,NA,0,NA,3,NA,0.0769230769230769,0,0,NA,5,7,1,0,0,0,7,0,2,0,1,1,0.0128205128205128,1,0,1.11538461538462,0.0384615384615385,2.5,0.5,1.81015962654195,0.180299595011004,2.50458216357791,0.334842105020436,0.416025147168922,0.138675049056307,0,0,0.87337010093856,0.312446015252099,0.553713773244711,0.367250771225892,2.5,0.5,2.5,0.5,3.45370547524419,0.849161276084287,3.45370547524419,0.849161276084287,2.81617022698963,2.81617022698963,0,0,0.405597835781142,1.17799713757672,0.443246842024306,0.292010394655635,6.44378698224853,6.44378698224852,0,0,-1.41034125672685,-0.346885951341251,-1.44159609053464,-1.90200341308763,3,13,NA,6
"2003_AHND_1",2003,"AHND",1,"AHND-1",2,0,0,0,0,0,2,2,80,0,0,0,0,NA,NA,0,NA,NA,0.587561043187972,0.268552508582063,1.02833333333333,13.9473183026494,1.18320530220091,0.3403095187566,0,5,0,5,0,5,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,3,1,1,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,1.37391848349006,0.151238194497415,2.8695924174503,0.756190972487077,0,0,0,0,0.836107147127412,0.338178883690555,0,0,1,0,-Inf,-Inf,2.8695924174503,0.756190972487077,2.8695924174503,0.756190972487077,0,0,0,0,1.07331262919990,1.0733126291999,0,0,0,0,0,0,-0.92,-0.92,0,0,0,5,NA,1
"2003_AHND_2",2003,"AHND",2,"AHND-2",34,1,1,249,350,7.11428571428571,35,17,23,57,56,82,0,0,0,0,0,0,0.609651202164265,0.281354846664255,1.06833333333333,14.0530684851681,1.2081148875104,0.351856383195215,38,27,0.0521262002743484,3,6,16,5,1.40740740740741,0.148148148148148,8,3.45454545454545,2.9787123514578,1.66666666666667,1.03279555898864,5.6,3.20936130717624,0.407407407407407,0,0,1.08342283678210,8,3,3,1,4,2,16,13,13,3,3,1.96363636363636,0.0527065527065527,2.76923076923077,0.438529009653515,1.72427983539095,0.0523548239597624,2.77777777777778,0.128507295173962,1.63754953895181,0.122213540737000,2.32414135013069,0.253828123069154,1.02038592515242,0.137958478741999,0.804309380926839,0.196773590508209,0.712489272591662,0.229608523442762,0.339090099943113,0.279348148038725,4,0.5,4,0.5,2.93870263727456,0.849161276084287,2.93870263727456,0.849161276084287,1.03270121821928,2.37822699907554,0.418460648480312,0.925691306677419,0.370691299872429,1.74011594526457,0.391328751495686,0.687770240300469,-0.344810503563269,4.37867930750137,-1.56784145869864,-0.903669905022517,-1.57622139210877,2.02962191497149,-1.50404240078247,-0.846460444982868,1.90909090909091,1.90909090909091,1.71521144571055,2
"2003_AQUE_1",2003,"AQUE",1,"AQUE-1",29,17,8,1201,1048,26.1086956521739,46,56,0,80,76,2,196,1893.33333333333,17397.6666666667,283,2508,19892,0.648801361542601,0.304552163163523,1.12416666666667,13.5736935661481,1.09396873467681,0.37513576445826,60,41,0.0356930398572278,2,3,28,10,1.46341463414634,0.024390243902439,11,4.61538461538461,2.5670495884855,5.33333333333333,1.52752523165195,4.4,2.83627298482435,0.317073170731707,0,0,0.886643322332917,11,14,6,1,5,1,24,10,26,2,5,2.19277108433735,0.0341463414634146,4.42307692307692,0.503831473655779,1.34610479258432,0.169124272999756,2.37434860736748,0.494507932749166,1.84546250513959,0.176667368240393,2.65066489098683,0.344922004659815,0.804914395680406,0.37738904790245,0.510091351911265,0.51655910520499,0.932386930910633,0.292928329824229,0.585760620037057,0.332682356033161,3.50000000000001,1.48700605197579,3.50000000000001,1.48700605197579,3.95022522926854,0.999999999999996,3.95022522926854,0.999999999999996,0.129328415496524,2.24994933157023,0.388503680344421,0.750589435974864,0.523813401302561,1.40674624195574,0.463217217258778,0.443142377137016,1.9924644379106,3.9291992219208,-0.246387100261915,-1.07085248918164,-1.15045149988151,0.670357000545278,-0.867586726439483,-1.192028779517,2.84615384615385,2.92307692307692,1.51871862959344,8
"2003_AQUE_2",2003,"AQUE",2,"AQUE-2",30,17,11,1194,731,25.4042553191489,47,129,11,69,56,0,133,1619.33333333333,11813.6666666667,157,1412,14461,0.648801361542601,0.304552163163523,1.12416666666667,13.5736935661481,1.09396873467681,0.37513576445826,13,29,0.0154577883472057,16,2,24,3,0.448275862068966,0.0689655172413793,4,2.6,1.67332005306815,4,1.41421356237310,1.66666666666667,1.15470053837925,0.172413793103448,0,0,0.245875599634504,10,6,5,0,3,0,14,8,8,1,1,1,0.0135467980295567,1,0,1.12758620689655,0.0572413793103448,2.175,0.165,1.46734187148361,0.0931796710002454,2.50587936366943,0.300245606556346,0.471241939471904,0.205337640967334,0.236290781312631,0.235725829443162,0.764887206728605,0.228589097733084,0.536919301613598,0.336070599001186,2.5,1,2.5,0.5,3.45370547524419,0.999999999999996,3.45370547524419,0.999999999999996,1.20693492487133,3.66791767233906,0.447683915140104,0.546074036744404,1.21915533897847,2.57779222935629,0.428159181370259,0.784263998015794,2.35045911016282,13.0754933005862,-1.95482011583872,-1.86023090073047,0.0177136225931491,6.37394805218961,-1.49097289526780,-0.649641228416308,2.4,5.4,1.82237291071284,4
